"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","Notes"
"@azure/arm-batch","6.0.0","","Resource Management - Batch","Batch","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/batch/arm-batch","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-batch","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-batchai","2.2.1","","Resource Management - Batch AI","Batch AI","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/batchai/arm-batchai","https://docs.microsoft.com/javascript/api/overview/azure/batch-ai","NA","mgmt","false","","","","","","","","",""
"@azure/arm-billing","3.1.1","","Resource Management - Billing","Cost Management + Billing","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/billing/arm-billing","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-billing","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-cognitiveservices","6.1.0","","Resource Management - Cognitive Services","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/arm-cognitiveservices","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-cognitiveservices","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-compute","16.5.0","","Resource Management - Compute","Compute","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/compute/arm-compute","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-compute","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-compute-profile-2019-03-01-hybrid","1.1.0","","Resource Management - Compute Profile","Compute","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/compute/arm-compute-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-consumption","8.0.1","","Resource Management - Consumption","Consumption","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/consumption/arm-consumption","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-consumption","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-containerinstance","7.1.0","","Resource Management - Container Instances","Container Instances","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerinstance/arm-containerinstance","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-containerinstance","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-containerregistry","9.0.0","","Resource Management - Container Registry","Container Registry","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerregistry/arm-containerregistry","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-containerregistry","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-containerservice","14.3.0","","Resource Management - Container Service","Container Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerservice/arm-containerservice","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-containerservice","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-cdn","5.3.1","","Resource Management - Content Delivery Network","Content Delivery Network","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cdn/arm-cdn","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-cdn","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-cosmosdb","14.2.0","","Resource Management - Cosmos DB","Cosmos DB","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cosmosdb/arm-cosmosdb","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-cosmosdb","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-datafactory","9.0.0","","Resource Management - Data Factory","Data Factory","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/datafactory/arm-datafactory","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-datafactory","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-devtestlabs","3.3.1","","Resource Management - DevTest Labs","DevTest Labs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/devtestlabs/arm-devtestlabs","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-devtestlabs","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-dns-profile-2019-03-01-hybrid","1.1.1","","Resource Management - DNS","DNS","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/dns/arm-dns-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-edgegateway","2.1.1","","Resource Management - Edge Gateway","Stack Edge","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/edgegateway/arm-edgegateway","NA","NA","mgmt","false","","","","","","","","",""
"@azure/arm-eventgrid","12.0.0","","Resource Management - Event Grid","Event Grid","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/eventgrid/arm-eventgrid","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-eventgrid","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-eventhub","4.0.0","","Resource Management - Event Hubs","Event Hubs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/eventhub/arm-eventhub","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-eventhub","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-features","2.0.0","","Resource Management - Features","Features","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/features/arm-features","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-features","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-hdinsight","0.24.0","","Resource Management - HDInsight","HDInsight","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/hdinsight/arm-hdinsight","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-hdinsight","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-iothub","5.1.1","","Resource Management - IoT Hub","IoT Hub","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/iothub/arm-iothub","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-iothub","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-iotspaces","1.2.1","","Resource Management - IoT Spaces","IoT Central","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/iotspaces/arm-iotspaces","NA","NA","mgmt","false","","","deprecated","","true","","","",""
"@azure/arm-keyvault-profile-2019-03-01-hybrid","1.2.0","","Resource Management - Key Vault","Key Vault","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/keyvault/arm-keyvault-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-links","1.1.2","","Resource Management - Links","Links","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/links/arm-links","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-links","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-locks","1.2.2","","Resource Management - Locks","Locks","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/locks/arm-locks","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-locks","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-locks-profile-hybrid-2019-03-01","1.2.0","","Resource Management - Locks","Locks","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/locks/arm-locks-profile-hybrid-2019-03-01","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-logic","7.1.1","","Resource Management - Logic Apps","Logic Apps","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/logic/arm-logic","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-logic","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-managedapplications","1.1.2","","Resource Management - Managed Applications","Managed Applications","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/managedapplications/arm-managedapplications","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-managedapplications","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-msi","1.2.1","","Resource Management - Managed Service Identity","MSI","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/msi/arm-msi","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-msi","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-managementgroups","1.2.1","","Resource Management - Management Groups","Managed Groups","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/managementgroups/arm-managementgroups","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-managementgroups","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-mediaservices","9.0.0","","Resource Management - Media Services","Media Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mediaservices/arm-mediaservices","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-mediaservices","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-monitor","6.1.1","","Resource Management - Monitor","Monitor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/monitor/arm-monitor","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-monitor","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-monitor-profile-2019-03-01-hybrid","1.2.0","","Resource Management - Monitor","Monitor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/monitor/arm-monitor-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-mysql","4.0.0","","Resource Management - MySQL","MySQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mysql/arm-mysql","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-mysql","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-network","25.4.0","","Resource Management - Network","Network","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/network/arm-network","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-network","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-network-profile-2019-03-01-hybrid","1.2.0","","Resource Management - Network","Virtual Network","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/network/arm-network-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-notificationhubs","1.3.1","","Resource Management - Notification Hubs","Notification Hubs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/notificationhubs/arm-notificationhubs","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-notificationhubs","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-operationalinsights","7.1.1","","Resource Management - Operational Insights","Operational Insights","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/operationalinsights/arm-operationalinsights","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-operationalinsights","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-policy","4.2.0","","Resource Management - Policy","Policy","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/policy/arm-policy","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-policy","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-policy-profile-hybrid-2019-03-01","1.2.0","","Resource Management - Policy","Policy","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/policy/arm-policy-profile-hybrid-2019-03-01","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-postgresql","5.2.0","","Resource Management - PostgreSQL","PostgreSQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/postgresql/arm-postgresql","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-postgresql","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-recoveryservices","4.2.1","","Resource Management - Recovery Services","Recovery Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/recoveryservices/arm-recoveryservices","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-recoveryservices","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-rediscache","5.0.0","","Resource Management - Redis Cache","Redis Cache","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/redis/arm-rediscache","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-rediscache","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-relay","2.2.1","","Resource Management - Relay","Relay","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/relay/arm-relay","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-relay","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-resourcehealth","2.0.0","","Resource Management - Resource Health","Resource Health","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resourcehealth/arm-resourcehealth","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-resourcehealth","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-resources","4.2.2","","Resource Management - Resources","Resources","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resources/arm-resources","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-resources","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-resources-profile-hybrid-2019-03-01","1.2.0","","Resource Management - Resources","Resources","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resources/arm-resources-profile-hybrid-2019-03-01","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-search","2.0.0","","Resource Management - Search","Search","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/search/arm-search","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-search","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-security","3.0.0","","Resource Management - Security","Security","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/security/arm-security","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-security","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-servicebus","4.1.1","","Resource Management - Service Bus","Service Bus","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/servicebus/arm-servicebus","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-servicebus","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-sql","8.0.0","","Resource Management - SQL","SQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/sql/arm-sql","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-sql","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-storage","16.1.2","","Resource Management - Storage","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storage/arm-storage","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-storage","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-storage-profile-2019-03-01-hybrid","1.2.0","","Resource Management - Storage","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storage/arm-storage-profile-2019-03-01-hybrid","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-streamanalytics","3.0.0","","Resource Management - Stream Analytics","Stream Analytics","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/streamanalytics/arm-streamanalytics","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-streamanalytics","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-subscriptions","3.1.2","","Resource Management - Subscriptions","Subscriptions","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/subscription/arm-subscriptions","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-subscriptions","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
"@azure/arm-subscriptions-profile-hybrid-2019-03-01","1.2.0","","Resource Management - Subscriptions","Subscriptions","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/subscription/arm-subscriptions-profile-hybrid-2019-03-01","NA","NA","mgmt","false","","","","","true","","","",""
"@azure/arm-templatespecs","1.0.0","","Resource Management - Template Specs","Template Specs","templatespecs","","NA","mgmt","true","","","deprecated","3/31/2023","true","@azure/arm-templatespecs","https://github.com/Azure/azure-sdk-for-js/blob/main/documentation/MIGRATION-guide-for-next-generation-management-libraries.md","",""
